"ACTIVITY";"AGE";"DERA_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"NUMBER_EMPL";"PCS_ESE";"QUANTILE";"SEX";"UNIT_MEASURE";"WKTIME";"TIME_PERIOD";"OBS_VALUE"
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"675A";"_T";"_T";"XDC";"_T";2023;1821.79
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"634A";"_T";"_T";"XDC";"_T";2023;2272.39
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;558067.15
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"636C";"_T";"_T";"XDC";"_T";2023;1912.66
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"644A";"_T";"_T";"XDC";"_T";2023;2387.95
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"691C";"_T";"_T";"FT";"_T";2023;2575.08
"F";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"F";"XDC";"_T";2023;2130.67
"C_OTH";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"F";"XDC";"FT";2023;2701.34
"F";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"_T";"XDC";"PT";2023;1927.15
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"_T";"XDC";"FT";2023;2711.18
"G";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"XDC";"PT";2023;2205.14
"F";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"_T";"_T";"F";"XDC";"_T";2023;2347.65
"J";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"XDC";"FT";2023;4866.42
"F";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"M";"XDC";"_T";2023;2869.05
"J";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"_T";"_T";"_T";"XDC";"FT";2023;2783.06
"I";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"_T";"_T";"M";"XDC";"PT";2023;1657.34
"G";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"6";"_T";"_T";"XDC";"FT";2023;2105.24
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"627C";"_T";"_T";"XDC";"_T";2023;2439.41
"M_N";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"6";"_T";"F";"XDC";"_T";2023;1587.12
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"623F";"_T";"F";"XDC";"_T";2023;2085.36
"H";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"6";"_T";"_T";"XDC";"_T";2023;2190.75
"C_OTH";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"6";"_T";"_T";"XDC";"_T";2023;2772.04
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"625A";"_T";"_T";"XDC";"_T";2023;2995.66
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"XDC";"PT";2023;1651.26
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"622E";"_T";"F";"FT";"_T";2023;2575.1
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"627A";"_T";"M";"XDC";"_T";2023;2124.19
"C26T28";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E1000T1999";"_T";"_T";"_T";"FT";"_T";2023;6888.83
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"FT";"PT";2023;26672.5
"R_S";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"M";"FT";"_T";2023;10848.97
"OTQ";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"_T";"_T";"_T";"FT";"_T";2023;7974.66
"G";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"FT";"_T";2023;79029.68
"H";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"_T";"_T";"_T";"FT";"_T";2023;15728.17
"F";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"M";"FT";"_T";2023;47977.3
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"FT";2023;620809.37
"C10T12";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"F";"FT";"FT";2023;46046.29
"J";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"FT";"FT";2023;136764.28
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"FT";"_T";2023;178307.05
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"_T";"_T";"M";"FT";"_T";2023;38912.63
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"673A";"_T";"M";"XDC";"_T";2023;2117.63
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"F";"FT";"_T";2023;218130.38
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"_T";"_T";"M";"FT";"PT";2023;8476.61
"B_D_E";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"FT";"_T";2023;91486.54
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"F";"FT";"_T";2023;43921.82
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"634B";"_T";"_T";"FT";"_T";2023;5850
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"675A";"_T";"M";"XDC";"_T";2023;1845.61
"H";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"_T";2023;72648.5
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"543F";"_T";"_T";"FT";"_T";2023;6403.52
"J";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"F";"FT";"_T";2023;749.68
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"6";"_T";"F";"FT";"_T";2023;16282.56
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"5";"_T";"F";"XDC";"FT";2023;1984.18
"OTQ";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"5";"_T";"F";"XDC";"FT";2023;1993.93
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"526B";"_T";"_T";"FT";"_T";2023;10853.44
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"563A";"_T";"_T";"XDC";"_T";2023;1637.83
"C26T28";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"_T";"FT";"_T";2023;127707.66
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"554E";"_T";"_T";"XDC";"_T";2023;1922.07
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"526D";"_T";"_T";"FT";"_T";2023;20379.33
"K";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"_T";"_T";"_T";"XDC";"_T";2023;6381.74
"I";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"XDC";"PT";2023;1750.24
"B_D_E";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"F";"XDC";"_T";2023;2829.34
"C_OTH";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"XDC";"PT";2023;2678.69
"C_OTH";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"XDC";"PT";2023;2722.95
"B_D_E";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"FT";2023;4327.27
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"_T";"_T";"F";"XDC";"_T";2023;4205.58
"I";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"_T";"XDC";"_T";2023;1889.06
"L";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"XDC";"_T";2023;2867.43
"K";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"_T";"_T";"_T";"XDC";"_T";2023;5373.28
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"FT";"FT";2023;14360.43
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"6";"_T";"_T";"FT";"PT";2023;26017.46
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"FT";"_T";2023;24995.44
"F";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"_T";"XDC";"_T";2023;2111.54
"G";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"FT";"_T";2023;16150.69
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"6";"_T";"_T";"FT";"FT";2023;15784.32
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"FT";"PT";2023;22328.62
"B_D_E";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"XDC";"_T";2023;2295
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"M";"FT";"_T";2023;25140.45
"I";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"6";"_T";"_T";"FT";"_T";2023;7396.39
"L";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"F";"XDC";"_T";2023;2563.28
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"XDC";"FT";2023;2557.38
"J";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"F";"XDC";"_T";2023;4139.98
"H";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"_T";"_T";"M";"XDC";"_T";2023;2507.31
"OTQ";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"F";"XDC";"_T";2023;2502.62
"M_N";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"_T";"_T";"M";"XDC";"_T";2023;4211.34
"M_N";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"_T";"_T";"_T";"XDC";"FT";2023;2446.24
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"M";"XDC";"FT";2023;2604.03
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"F";"XDC";"PT";2023;2036.44
"K";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"_T";"_T";"F";"XDC";"_T";2023;2720.38
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"622C";"_T";"_T";"FT";"_T";2023;6293.93
"H";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"6";"_T";"M";"XDC";"_T";2023;2458.84
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"F";"XDC";"FT";2023;1827.88
"C10T12";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"6";"_T";"_T";"XDC";"_T";2023;1993.22
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"627B";"_T";"_T";"XDC";"_T";2023;1957.9
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"627A";"_T";"_T";"FT";"_T";2023;2299.18
"H";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"F";"XDC";"_T";2023;1932.92
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"624F";"_T";"M";"XDC";"_T";2023;2292.52
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"6";"_T";"F";"XDC";"PT";2023;1643.72
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"627D";"_T";"F";"FT";"_T";2023;4151.9
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"636D";"_T";"_T";"XDC";"_T";2023;1985.9
"G";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"M";"FT";"_T";2023;173003.84
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"676C";"_T";"_T";"FT";"_T";2023;57166.13
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"_T";"_T";"M";"FT";"_T";2023;10164.24
"J";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"_T";"_T";"_T";"FT";"_T";2023;90614.27
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"_T";"FT";"PT";2023;203901.1
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"634A";"_T";"_T";"XDC";"_T";2023;2171.92
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"684A";"_T";"_T";"XDC";"_T";2023;1626.72
"K";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"_T";2023;72968.16
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"M";"FT";"_T";2023;226675.36
"L";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"FT";2023;27275.66
"H";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"_T";"_T";"F";"FT";"_T";2023;2225.46
"I";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;38561.63
"H";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"FT";"FT";2023;262541.29
"J";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"FT";2023;114452.07
"F";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"_T";"_T";"M";"FT";"_T";2023;5144.38
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"FT";2023;423446.66
"C26T28";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;4854.77
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"_T";"FT";"PT";2023;18375.26
"G";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"_T";"FT";"_T";2023;23723.12
"C10T12";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"XDC";"FT";2023;2012.71
"J";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"PT";2023;3696.82
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"_T";"_T";"M";"XDC";"_T";2023;2181.81
"H";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"_T";"XDC";"PT";2023;2506.42
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"_T";"_T";"M";"XDC";"PT";2023;2071.92
"H";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"F";"XDC";"_T";2023;2694.08
"R_S";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"_T";"XDC";"PT";2023;2233.93
"C29_30";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"XDC";"FT";2023;3886.05
"K";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"_T";"_T";"M";"XDC";"FT";2023;4312.77
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"XDC";"PT";2023;2508.58
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"6";"_T";"_T";"FT";"FT";2023;73222.57
"H";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"6";"_T";"M";"FT";"_T";2023;16411.83
"I";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"FT";"_T";2023;11581.34
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"FT";"_T";2023;3771.84
"M_N";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"M";"FT";"FT";2023;24754.76
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"6";"_T";"M";"XDC";"_T";2023;1057.66
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"F";"FT";"FT";2023;12928.03
"M_N";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"M";"XDC";"_T";2023;1830.26
"H";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"M";"FT";"PT";2023;11992.23
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"F";"XDC";"_T";2023;1761.98
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"6";"_T";"M";"FT";"FT";2023;596878.23
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"6";"_T";"F";"FT";"_T";2023;4903.73
"OTQ";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"_T";"XDC";"FT";2023;1867.43
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"541C";"_T";"F";"FT";"_T";2023;9020.89
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"6";"_T";"_T";"FT";"_T";2023;39627.64
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"543E";"_T";"_T";"XDC";"_T";2023;2304.47
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"6";"_T";"F";"FT";"_T";2023;9301.82
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"_T";"XDC";"FT";2023;1971.34
"C29_30";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"_T";"FT";"_T";2023;37424.82
"B_D_E";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"6";"_T";"F";"FT";"_T";2023;6311.8
"L";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"F";"XDC";"_T";2023;2752.47
"J";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"XDC";"FT";2023;3346.93
"F";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"M";"XDC";"_T";2023;2307.07
"R_S";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"_T";"_T";"F";"XDC";"_T";2023;3151.65
"OTQ";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"XDC";"PT";2023;2566.17
"K";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"_T";"_T";"M";"XDC";"_T";2023;2916.1
"C10T12";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"M";"XDC";"_T";2023;2640.2
"J";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"_T";"_T";"M";"XDC";"_T";2023;2821.49
"H";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"M";"XDC";"FT";2023;2921.11
"C26T28";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"_T";"_T";"M";"XDC";"_T";2023;3685.63
"I";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"_T";"_T";"F";"FT";"PT";2023;16208.78
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"_T";"_T";"F";"FT";"_T";2023;20772.12
"C10T12";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"_T";"_T";"M";"FT";"_T";2023;5675.95
"L";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"FT";2023;22982.04
"J";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"_T";"_T";"_T";"FT";"_T";2023;24572.07
"C_OTH";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"_T";"FT";"PT";2023;3645.18
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"M";"FT";"_T";2023;85084.25
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"_T";"_T";"F";"FT";"_T";2023;48677.47
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"_T";"_T";"_T";"FT";"FT";2023;426643.31
"I";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"_T";"_T";"_T";"FT";"_T";2023;9085.46
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"6";"_T";"F";"XDC";"FT";2023;1795.6
"M_N";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"6";"_T";"M";"XDC";"PT";2023;1583.26
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"XDC";"PT";2023;1434.72
"G";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"M";"XDC";"_T";2023;2114.24
"OTQ";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"6";"_T";"_T";"XDC";"_T";2023;1455.23
"F";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"6";"_T";"_T";"XDC";"_T";2023;2277.37
"M_N";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"6";"_T";"_T";"XDC";"PT";2023;1648.01
