"ACTIVITY";"AGE";"DERA_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"NUMBER_EMPL";"PCS_ESE";"QUANTILE";"SEX";"UNIT_MEASURE";"WKTIME";"TIME_PERIOD";"OBS_VALUE"
"M_N";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"5";"_T";"M";"FT";"_T";2023;1405.82
"G";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"5";"_T";"F";"FT";"_T";2023;87119.88
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"M";"FT";"_T";2023;9208.65
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"5";"_T";"M";"FT";"_T";2023;25275.62
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"387E";"_T";"_T";"XDC";"_T";2023;4210.21
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"3";"_T";"F";"XDC";"FT";2023;3404.5
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"354E";"_T";"_T";"FT";"_T";2023;2536.23
"M_N";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"XDC";"_T";2023;2769.33
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"386C";"_T";"_T";"XDC";"_T";2023;2697.91
"H";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"M";"XDC";"_T";2023;5441.07
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"3";"_T";"M";"XDC";"PT";2023;4307.82
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"XDC";"FT";2023;4002.1
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"M";"XDC";"FT";2023;3035.64
"G";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"F";"XDC";"_T";2023;2683.94
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"468B";"_T";"_T";"XDC";"_T";2023;2293.16
"M_N";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"XDC";"FT";2023;2386.42
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"487A";"_T";"_T";"FT";"_T";2023;12668.74
"R_S";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"_T";"XDC";"FT";2023;2414
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"XDC";"FT";2023;2361.8
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"433C";"_T";"M";"XDC";"_T";2023;2576.42
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"463B";"_T";"_T";"FT";"_T";2023;10533.79
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"481B";"_T";"_T";"XDC";"_T";2023;2809.08
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"XDC";"PT";2023;2266.27
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"474A";"_T";"_T";"XDC";"_T";2023;3297.44
"F";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"_T";2023;14150.8
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"PT";2023;782.81
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"FT";"PT";2023;3680.26
"K";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"3";"_T";"_T";"FT";"_T";2023;16116.06
"R_S";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"_T";2023;18339.64
"F";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"_T";"FT";"_T";2023;7177.5
"G";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"_T";"FT";"_T";2023;19277.18
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"FT";2023;153241.96
"C_OTH";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"FT";"_T";2023;2316.19
"C_OTH";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"FT";"_T";2023;2818.24
"K";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"4";"_T";"_T";"XDC";"_T";2023;2741.74
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"4";"_T";"M";"FT";"FT";2023;35560.75
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"4";"_T";"F";"FT";"FT";2023;24078.18
"C_OTH";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"4";"_T";"_T";"XDC";"_T";2023;2711.19
"C_OTH";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"4";"_T";"_T";"XDC";"_T";2023;3368.37
"J";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"_T";"XDC";"_T";2023;2684.4
"C_OTH";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"_T";"XDC";"_T";2023;3027.32
"C_OTH";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"_T";"XDC";"_T";2023;2681.27
"J";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"_T";2023;2940.1
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"XDC";"FT";2023;2024.19
"G";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"XDC";"_T";2023;4460.12
"C29_30";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"M";"XDC";"_T";2023;7775.68
"C_OTH";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"3";"_T";"_T";"XDC";"_T";2023;4920.62
"OTQ";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"F";"FT";"_T";2023;7861.7
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"FT";"FT";2023;55208.24
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"XDC";"_T";2023;2992.12
"C26T28";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"3";"_T";"_T";"XDC";"_T";2023;5005.42
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"3";"_T";"_T";"XDC";"FT";2023;5565.49
"J";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"3";"_T";"_T";"XDC";"_T";2023;2821.71
"G";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"F";"FT";"_T";2023;9153.94
"OTQ";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"5";"_T";"_T";"FT";"_T";2023;11032.86
"C10T12";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"FT";2023;27216.47
"I";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"_T";"FT";"_T";2023;23272.98
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"5";"_T";"F";"FT";"FT";2023;81935.38
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"F";"FT";"FT";2023;62296.42
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"FT";2023;147634.64
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"M";"FT";"_T";2023;13164.44
"G";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"PT";2023;46408.85
"R_S";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"FT";2023;52932.67
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"5";"_T";"F";"FT";"_T";2023;7224.47
"L";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"XDC";"_T";2023;2600.46
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"XDC";"_T";2023;2353.15
"M_N";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"4";"_T";"_T";"XDC";"_T";2023;2931.3
"J";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"_T";2023;2686.43
"C_OTH";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"XDC";"FT";2023;3050.48
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"FT";2023;2413.63
"B_D_E";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"F";"XDC";"_T";2023;2785.74
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"4";"_T";"_T";"XDC";"FT";2023;2847.79
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"_T";"XDC";"FT";2023;2749.45
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"4";"_T";"M";"FT";"PT";2023;2217.11
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"477C";"_T";"_T";"FT";"_T";2023;8723.47
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"478B";"_T";"M";"FT";"_T";2023;19882.39
"R_S";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"XDC";"FT";2023;2004.96
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"433B";"_T";"_T";"FT";"_T";2023;16526.57
"OTQ";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"M";"XDC";"FT";2023;2492.78
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"463B";"_T";"M";"FT";"_T";2023;28107.56
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"XDC";"FT";2023;2291.86
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"466C";"_T";"M";"XDC";"_T";2023;2951.41
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"461B";"_T";"_T";"FT";"_T";2023;26484.57
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E1000T1999";"5";"_T";"M";"FT";"_T";2023;23055.48
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"381C";"_T";"F";"FT";"_T";2023;825.26
"M_N";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"XDC";"_T";2023;4253.56
"G";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"3";"_T";"M";"XDC";"_T";2023;2968.21
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"388C";"_T";"_T";"FT";"_T";2023;192363.49
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"3";"_T";"M";"XDC";"_T";2023;4421.4
"M_N";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"XDC";"FT";2023;4222.6
"M_N";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"3";"_T";"F";"XDC";"_T";2023;2923.82
"K";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"FT";2023;28167.57
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"210X";"_T";"_T";"FT";"_T";2023;4877.14
"M_N";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"3";"_T";"M";"FT";"_T";2023;3650.09
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"FT";"_T";2023;76920.33
"OTQ";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"PT";2023;4005.6
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"_T";2023;1117457.27
"OTQ";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"M";"FT";"_T";2023;4724.49
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"FT";"FT";2023;12573.38
"C_OTH";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"_T";"FT";"_T";2023;14623.11
"C26T28";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"3";"_T";"M";"XDC";"_T";2023;4758.41
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"XDC";"_T";2023;4455.74
"C_OTH";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"3";"_T";"_T";"XDC";"_T";2023;4272.31
"C_OTH";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"F";"FT";"_T";2023;4699
"OTQ";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"_T";"FT";"FT";2023;11086.16
"C26T28";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"3";"_T";"_T";"XDC";"_T";2023;4351.86
"H";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"_T";"XDC";"_T";2023;2536.82
"R_S";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"_T";"XDC";"PT";2023;2013.63
"J";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"_T";"XDC";"_T";2023;3021.75
"J";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"M";"XDC";"FT";2023;2947.59
"C_OTH";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"_T";"XDC";"_T";2023;2946.46
"I";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"F";"FT";"PT";2023;100496.86
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"_T";"FT";"FT";2023;37742.61
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"M";"FT";"PT";2023;4898.18
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"5";"_T";"_T";"FT";"FT";2023;33917.71
"C_OTH";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"_T";2023;12651.04
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"373A";"_T";"_T";"FT";"_T";2023;14621.6
"F";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"_T";2023;5939.02
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"3";"_T";"_T";"FT";"_T";2023;120292.29
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"485A";"_T";"_T";"FT";"_T";2023;5481.62
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"486E";"_T";"M";"FT";"_T";2023;13832.28
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"472A";"_T";"F";"FT";"_T";2023;9685.59
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"423B";"_T";"_T";"XDC";"_T";2023;2605.69
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"465A";"_T";"F";"XDC";"_T";2023;2560.66
"H";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"F";"XDC";"_T";2023;3236.14
"M_N";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"XDC";"FT";2023;2800.28
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"F";"XDC";"PT";2023;2277.58
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"434E";"_T";"_T";"FT";"_T";2023;1412.35
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"488B";"_T";"_T";"FT";"_T";2023;13947.79
"R_S";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"XDC";"FT";2023;1991.99
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"466C";"_T";"_T";"XDC";"_T";2023;2898.24
"R_S";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"XDC";"PT";2023;1867
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"464A";"_T";"_T";"XDC";"_T";2023;2313.47
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"461D";"_T";"_T";"FT";"_T";2023;35746.19
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"475A";"_T";"F";"XDC";"_T";2023;2691.2
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"3";"_T";"F";"XDC";"PT";2023;3349.44
"G";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"XDC";"_T";2023;3370.4
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"3";"_T";"F";"XDC";"PT";2023;3732.37
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"354B";"_T";"_T";"XDC";"_T";2023;3512.39
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"372A";"_T";"_T";"XDC";"_T";2023;4912.7
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"374B";"_T";"_T";"XDC";"_T";2023;4596.32
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"372F";"_T";"_T";"XDC";"_T";2023;3544.04
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"385A";"_T";"_T";"XDC";"_T";2023;7339.88
"OTQ";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"XDC";"PT";2023;3882.6
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"388D";"_T";"_T";"FT";"_T";2023;11728.27
"F";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"M";"XDC";"_T";2023;2736.21
"R_S";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"F";"FT";"FT";2023;3941.89
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"_T";"XDC";"_T";2023;2702.88
"OTQ";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"FT";"FT";2023;13053.31
"F";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"XDC";"FT";2023;2909.96
"H";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"_T";"XDC";"FT";2023;2770.49
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"XDC";"_T";2023;2905.61
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"_T";"XDC";"_T";2023;2763.78
"M_N";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"4";"_T";"M";"XDC";"_T";2023;2805.58
"F";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"M";"XDC";"_T";2023;2926.36
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"3";"_T";"_T";"XDC";"_T";2023;7587.71
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"3";"_T";"M";"FT";"FT";2023;63383.13
"H";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"M";"XDC";"_T";2023;5539.74
"J";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"FT";"FT";2023;16317.14
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"3";"_T";"F";"XDC";"_T";2023;3844.68
"K";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"3";"_T";"_T";"XDC";"_T";2023;4488.6
"C_OTH";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"3";"_T";"_T";"XDC";"_T";2023;2994.36
"I";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"XDC";"_T";2023;2304.01
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"3";"_T";"_T";"XDC";"_T";2023;5665.7
"M_N";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"XDC";"_T";2023;3973.07
"K";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"PT";2023;15757.04
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"FT";2023;399795.64
"C10T12";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"_T";2023;34664.71
"M_N";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"M";"FT";"_T";2023;16557.04
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"PT";2023;32312.65
"C26T28";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"_T";"FT";"_T";2023;7039.66
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"231A";"_T";"M";"FT";"_T";2023;4751.77
"J";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"3";"_T";"_T";"FT";"_T";2023;13299.61
"OTQ";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"FT";"_T";2023;1333.69
